scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
VIAL-029,vial_10ml_scene,10mL vial scene 29 — SS-31,modular containerized lab pods arranged in a warehouse-scale bay,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of SS-31 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-SS3-001,SS-31,https://www.palmbeach-vitality.store/products/ss-31,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: modular containerized lab pods arranged in a warehouse-scale bay. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled SS-31 (V-SS3-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about SS-31 10mL sterile vial (V-SS3-001) and https://www.palmbeach-vitality.store/products/ss-31.,Active,79,
VIAL-030,vial_10ml_scene,10mL vial scene 30 — TB-500,white high-key research catalog set built as a full laboratory stage,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of TB-500 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TB5-001,TB-500,https://www.palmbeach-vitality.store/products/tb-500,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: white high-key research catalog set built as a full laboratory stage. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled TB-500 (V-TB5-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about TB-500 10mL sterile vial (V-TB5-001) and https://www.palmbeach-vitality.store/products/tb-500.,Active,80,
VIAL-031,vial_10ml_scene,10mL vial scene 31 — Tesamorelin,bronze-and-glass premium lab lobby transitioning into research floors,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of Tesamorelin with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TES-001,Tesamorelin,https://www.palmbeach-vitality.store/products/tesamorelin,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: bronze-and-glass premium lab lobby transitioning into research floors. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Tesamorelin (V-TES-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin 10mL sterile vial (V-TES-001) and https://www.palmbeach-vitality.store/products/tesamorelin.,Active,81,
VIAL-032,vial_10ml_scene,10mL vial scene 32 — BPC-157,underground secure research vault with secure lab doors and airlocks,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 10mL sterile injectable-style glass vial of BPC-157 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-BPC-001,BPC-157,https://www.palmbeach-vitality.store/products/bpc-157,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: underground secure research vault with secure lab doors and airlocks. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled BPC-157 (V-BPC-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 10mL sterile vial (V-BPC-001) and https://www.palmbeach-vitality.store/products/bpc-157.,Active,82,
VIAL-033,vial_10ml_scene,10mL vial scene 33 — BPC-157 / TB-500,rooftop mechanical penthouse lab with HVAC and exhaust stacks visible,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 10mL sterile injectable-style glass vial of BPC-157 / TB-500 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-WOL-001,BPC-157 / TB-500,https://www.palmbeach-vitality.store/products/wolverine-stack,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: rooftop mechanical penthouse lab with HVAC and exhaust stacks visible. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled BPC-157 / TB-500 (V-WOL-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 10mL sterile vial (V-WOL-001) and https://www.palmbeach-vitality.store/products/wolverine-stack.,Active,83,
VIAL-034,vial_10ml_scene,10mL vial scene 34 — Cagrilinitide,coastal American research campus lab with daylight through clerestory windows,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of Cagrilinitide with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-CAG-001,Cagrilinitide,https://www.palmbeach-vitality.store/products/cargrilinitide,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: coastal American research campus lab with daylight through clerestory windows. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Cagrilinitide (V-CAG-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Cagrilinitide 10mL sterile vial (V-CAG-001) and https://www.palmbeach-vitality.store/products/cargrilinitide.,Active,84,
VIAL-035,vial_10ml_scene,10mL vial scene 35 — CJC (no DAC),blackout photography lab stage dressed as a complete peptide research floor,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of CJC (no DAC) with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-CJC-001,CJC (no DAC),https://www.palmbeach-vitality.store/products/cjc,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: blackout photography lab stage dressed as a complete peptide research floor. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled CJC (no DAC) (V-CJC-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about CJC (no DAC) 10mL sterile vial (V-CJC-001) and https://www.palmbeach-vitality.store/products/cjc.,Active,85,
VIAL-036,vial_10ml_scene,10mL vial scene 36 — CJC (no DAC)/Ipamorelin,hex-grid raised floor tech lab with cable management under glass tiles,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of CJC (no DAC)/Ipamorelin with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-CII-001,CJC (no DAC)/Ipamorelin,https://www.palmbeach-vitality.store/products/cjc-ipamorelin,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: hex-grid raised floor tech lab with cable management under glass tiles. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled CJC (no DAC)/Ipamorelin (V-CII-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about CJC (no DAC)/Ipamorelin 10mL sterile vial (V-CII-001) and https://www.palmbeach-vitality.store/products/cjc-ipamorelin.,Active,86,
VIAL-037,vial_10ml_scene,10mL vial scene 37 — GHK-Cu,double-height synthesis cathedral with hanging reactor scaffolds,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 10mL sterile injectable-style glass vial of GHK-Cu with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-GHK-001,GHK-Cu,https://www.palmbeach-vitality.store/products/ghk-cu,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: double-height synthesis cathedral with hanging reactor scaffolds. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled GHK-Cu (V-GHK-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about GHK-Cu 10mL sterile vial (V-GHK-001) and https://www.palmbeach-vitality.store/products/ghk-cu.,Active,87,
VIAL-038,vial_10ml_scene,10mL vial scene 38 — BPC-157 / TB-500 / GHK-Cu,narrow instrument canyon between two rows of tall analyzers,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 10mL sterile injectable-style glass vial of BPC-157 / TB-500 / GHK-Cu with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-GLO-001,BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/glow,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: narrow instrument canyon between two rows of tall analyzers. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled BPC-157 / TB-500 / GHK-Cu (V-GLO-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 / GHK-Cu 10mL sterile vial (V-GLO-001) and https://www.palmbeach-vitality.store/products/glow.,Active,88,
VIAL-039,vial_10ml_scene,10mL vial scene 39 — Thymosin Alpha-1,circular collaboration lab (empty) with ring benches and center island,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of Thymosin Alpha-1 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TA1-001,Thymosin Alpha-1,https://www.palmbeach-vitality.store/products/ta-1,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: circular collaboration lab (empty) with ring benches and center island. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Thymosin Alpha-1 (V-TA1-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Thymosin Alpha-1 10mL sterile vial (V-TA1-001) and https://www.palmbeach-vitality.store/products/ta-1.,Active,89,
VIAL-040,vial_10ml_scene,10mL vial scene 40 — AOD-9604,archive / reference standard vault with labeled drawers and cold cases,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of AOD-9604 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-AOD-001,AOD-9604,https://www.palmbeach-vitality.store/products/aod-9604,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: archive / reference standard vault with labeled drawers and cold cases. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled AOD-9604 (V-AOD-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about AOD-9604 10mL sterile vial (V-AOD-001) and https://www.palmbeach-vitality.store/products/aod-9604.,Active,90,
VIAL-041,vial_10ml_scene,10mL vial scene 41 — Melanotan 2,training cleanroom mockup with full gowning anteroom (no people),elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of Melanotan 2 with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-MT2-001,Melanotan 2,https://www.palmbeach-vitality.store/products/melonotan,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: training cleanroom mockup with full gowning anteroom (no people). Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Melanotan 2 (V-MT2-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Melanotan 2 10mL sterile vial (V-MT2-001) and https://www.palmbeach-vitality.store/products/melonotan.,Active,91,
VIAL-042,vial_10ml_scene,10mL vial scene 42 — Retatrutide,pilot-scale manufacturing cell with skid systems and utility umbilicals,dolly-style wide hallway perspective into the lab,low-key dramatic instrument LEDs with controlled haze,"one 10mL sterile injectable-style glass vial of Retatrutide with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-RET-001,Retatrutide,https://www.palmbeach-vitality.store/products/retatrutide,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: pilot-scale manufacturing cell with skid systems and utility umbilicals. Camera: dolly-style wide hallway perspective into the lab. Lighting: low-key dramatic instrument LEDs with controlled haze. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Retatrutide (V-RET-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Retatrutide 10mL sterile vial (V-RET-001) and https://www.palmbeach-vitality.store/products/retatrutide.,Active,92,
VIAL-043,vial_10ml_scene,10mL vial scene 43 — Tirzepatide,fluorescence-ready dark lab with UV-safe surfaces and instrument towers,architectural wide shot showing ceiling utilities and floor plane,daylight through clerestory windows plus fill cards,"one 10mL sterile injectable-style glass vial of Tirzepatide with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-TIR-001,Tirzepatide,https://www.palmbeach-vitality.store/products/tirzepatide,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: fluorescence-ready dark lab with UV-safe surfaces and instrument towers. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: daylight through clerestory windows plus fill cards. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Tirzepatide (V-TIR-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tirzepatide 10mL sterile vial (V-TIR-001) and https://www.palmbeach-vitality.store/products/tirzepatide.,Active,93,
VIAL-044,vial_10ml_scene,10mL vial scene 44 — Semaglutide,cross-shaped lab intersection of four research corridors,medium-wide environmental shot with product as a small mid-ground element,cool cyan-blue biotech rim with soft overhead panels,"one 10mL sterile injectable-style glass vial of Semaglutide with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-SEM-001,Semaglutide,https://www.palmbeach-vitality.store/products/semaglutide,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: cross-shaped lab intersection of four research corridors. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: cool cyan-blue biotech rim with soft overhead panels. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled Semaglutide (V-SEM-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semaglutide 10mL sterile vial (V-SEM-001) and https://www.palmbeach-vitality.store/products/semaglutide.,Active,94,
VIAL-045,vial_10ml_scene,10mL vial scene 45 — KPV / BPC-157 / TB-500 / GHK-Cu,floating island benches in a minimalist white future-lab pavilion,"wide establishing shot, 24mm equivalent, deep focus",warm-neutral catalog softboxes with clean speculars,"one 10mL sterile injectable-style glass vial of KPV / BPC-157 / TB-500 / GHK-Cu with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-KLO-001,KPV / BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: floating island benches in a minimalist white future-lab pavilion. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: warm-neutral catalog softboxes with clean speculars. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu 10mL sterile vial (V-KLO-001) and https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk.,Active,95,
VIAL-046,vial_10ml_scene,10mL vial scene 46 — MOTS-C,copper-piped steampunk-free modern utility spine through a lab hall,elevated three-quarter wide shot of the whole bay,"high-key sterile white lighting, minimal shadows","one 10mL sterile injectable-style glass vial of MOTS-C with rubber stopper + aluminum crimp seal, visible as a SMALL mid-ground element on a bench/riser inside the full lab (not macro, not filling the frame; NEVER a black twist/screw cap)","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT a screw-cap, NOT a black twist cap, NOT a dropper bottle)",V-MOT-001,MOTS-C,https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial,"FULL LAB + 10mL STERILE VIAL SCENE (wide/environmental). Environment: copper-piped steampunk-free modern utility spine through a lab hall. Camera: elevated three-quarter wide shot of the whole bay. Lighting: high-key sterile white lighting, minimal shadows. Hero product: exactly one 10mL sterile injectable-style clear glass vial labeled MOTS-C (V-MOT-001), with gray/red rubber stopper and aluminum crimp cap — the standard sterile vial format used for injectable research solutions. FORBIDDEN vial types: black twist cap, screw-cap serum bottle, dropper, ampoule-only, pen. Vial is mid-ground inside a complete laboratory scene — never extreme close-up, never isolated packshot. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about MOTS-C 10mL sterile vial (V-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial.,Active,96,
