"creation_id","rank","category","material_detail","compound_id","compound_name","canonical_url","caption_lock","shot_family","camera_angle","camera_direction","framing","scene_brief","quality_var_count","quality_suffix","aspect_ratio","duration_seconds","resolution","model_still","model_video","still_resolution","video_prompt","video_motion_prompt","status","times_used","last_used_at","reel_still_url","video_url","surface","lighting","camera_move","color_grade","hero_style","source_id","vibe","theme","workflow"
"ENV-057","374","set_environment","natural outdoor environment - no vial or pen props","V-CAG-001","Cagrilinitide","https://www.palmbeach-vitality.store/products/cargrilinitide","Captions MUST be only about Cagrilinitide (V-CAG-001) and https://www.palmbeach-vitality.store/products/cargrilinitide.","environment_landscape","low-angle","front","9:16 vertical environmental framing, product mid-ground when present, low-angle front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of mangrove shoreline with still dark water in late afternoon warmth as thin clouds drift and light slowly changes across the terrain. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Moody. Theme: Nature Escape. Product lock: Cagrilinitide (V-CAG-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","moody","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Cagrilinitide. Category: set_environment. Source motion intent: A wide cinematic landscape of mangrove shoreline with still dark water in late afternoon warmth as thin clouds drift and light slowly changes across the terrain. Hero style: environment-led landscape with Cagrilinitide locked via typography only and no product props. Lighting: late afternoon warm directional light. Grade: clean natural cinematic grade with balanced contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","mangrove shoreline with still dark water in late afternoon warmth","late afternoon warm directional light","subtle orbit left","clean natural cinematic grade with balanced contrast","environment-led landscape; Cagrilinitide locked via typography only; no vial or pen props","ENV-057","Moody","Nature Escape","vid_gen_landscape_scenes"
"LI-201","375","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-MOT-001","MOTS-C","https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial","Captions MUST be only about MOTS-C (V-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial.","vial_landscape","high-angle","front","9:16 vertical product-focused framing, high-angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A sleek glass peptide vial on a smooth river stone while clear water flows in soft ribbons around it, with a soft energy field of particles forming a protective sphere around it. Time-lapse growth and repair happens in the periphery only. Vibe: Dramatic. Theme: Energy & Cellular Power. Product lock: MOTS-C (V-MOT-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","dramatic","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: MOTS-C. Category: vial_10ml. Source motion intent: A sleek glass peptide vial on a smooth river stone while clear water flows in soft ribbons around it, with a soft energy field of particles forming a protective sphere around it. Time-lapse growth and repair happens in the periphery only. Hero style: 10mL sterile crimp-seal vial of MOTS-C mid-ground; never black twist/screw cap; not extreme macro. Lighting: dramatic keyed light with controlled haze and strong speculars. Grade: high-contrast cinematic grade, deep shadows, specular highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle orbit left.","subtle orbit left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A sleek glass peptide vial on a smooth river stone while clear water flows in soft ribbons around it","dramatic keyed light with controlled haze and strong speculars","subtle orbit left","high-contrast cinematic grade, deep shadows, specular highlights","10mL sterile crimp-seal vial of MOTS-C mid-ground; never black twist/screw cap; not extreme macro","201","Dramatic","Energy & Cellular Power","vid_gen_landscape_scenes"
"ENV-059","376","set_environment","natural outdoor environment - no vial or pen props","V-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin","Captions MUST be only about CJC (no DAC)/Ipamorelin (V-CII-001) and https://www.palmbeach-vitality.store/products/cjc-ipamorelin.","environment_landscape","slightly elevated","front","9:16 vertical environmental framing, product mid-ground when present, slightly elevated front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of sandbar exposed under clear shallows in late afternoon warmth as leaves and branches breathe with a soft breeze. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Bright. Theme: Beach & Ocean. Product lock: CJC (no DAC)/Ipamorelin (V-CII-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","bright","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: CJC (no DAC)/Ipamorelin. Category: set_environment. Source motion intent: A wide cinematic landscape of sandbar exposed under clear shallows in late afternoon warmth as leaves and branches breathe with a soft breeze. Hero style: environment-led landscape with CJC (no DAC)/Ipamorelin locked via typography only and no product props. Lighting: late afternoon warm directional light. Grade: cool blue-hour grade with deep atmosphere. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","sandbar exposed under clear shallows in late afternoon warmth","late afternoon warm directional light","subtle orbit left","cool blue-hour grade with deep atmosphere","environment-led landscape; CJC (no DAC)/Ipamorelin locked via typography only; no vial or pen props","ENV-059","Bright","Beach & Ocean","vid_gen_landscape_scenes"
"LI-226","377","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-MT2-001","Melanotan 2","https://www.palmbeach-vitality.store/products/melonotan","Captions MUST be only about Melanotan 2 (V-MT2-001) and https://www.palmbeach-vitality.store/products/melonotan.","vial_landscape","slightly low","front","9:16 vertical product-focused framing, slightly low front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward, as it 'hides' behind a large leaf that keeps falling away to reveal it again. Extreme slow-motion emphasizes every micro-movement of liquid and light. Vibe: Funny. Theme: Beach & Ocean. Product lock: Melanotan 2 (V-MT2-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","funny","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Melanotan 2. Category: vial_10ml. Source motion intent: A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward, as it 'hides' behind a large leaf that keeps falling away to reveal it again. Extreme slow-motion emphasizes every micro-movement of liquid and light. Hero style: 10mL sterile crimp-seal vial of Melanotan 2 mid-ground; never black twist/screw cap; not extreme macro. Lighting: bright practicals with playful rim accents. Grade: punchy contrast grade, playful light accents without cartoon look. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle orbit right.","subtle orbit right; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward","bright practicals with playful rim accents","subtle orbit right","punchy contrast grade, playful light accents without cartoon look","10mL sterile crimp-seal vial of Melanotan 2 mid-ground; never black twist/screw cap; not extreme macro","226","Funny","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-058","378","set_environment","natural outdoor environment - no vial or pen props","V-CJC-001","CJC (no DAC)","https://www.palmbeach-vitality.store/products/cjc","Captions MUST be only about CJC (no DAC) (V-CJC-001) and https://www.palmbeach-vitality.store/products/cjc.","environment_landscape","three-quarter","front","9:16 vertical environmental framing, product mid-ground when present, three-quarter front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of barrier island path through sea grapes in late afternoon warmth as mist lifts and reveals deeper layers of the landscape. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Soft. Theme: Beach & Ocean. Product lock: CJC (no DAC) (V-CJC-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","soft","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: CJC (no DAC). Category: set_environment. Source motion intent: A wide cinematic landscape of barrier island path through sea grapes in late afternoon warmth as mist lifts and reveals deeper layers of the landscape. Hero style: environment-led landscape with CJC (no DAC) locked via typography only and no product props. Lighting: late afternoon warm directional light. Grade: warm golden grade with soft highlights. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","barrier island path through sea grapes in late afternoon warmth","late afternoon warm directional light","subtle orbit left","warm golden grade with soft highlights","environment-led landscape; CJC (no DAC) locked via typography only; no vial or pen props","ENV-058","Soft","Beach & Ocean","vid_gen_landscape_scenes"
"LI-202","379","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-NAD-001","NAD+","https://www.palmbeach-vitality.store/products/nad-1","Captions MUST be only about NAD+ (V-NAD-001) and https://www.palmbeach-vitality.store/products/nad-1.","vial_landscape","over-shoulder product","front","9:16 vertical product-focused framing, over-shoulder product front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward, while the background subtly accelerates in time-lapse around the still product. The environment feels charged, as if responding to the product's presence. Vibe: Cool. Theme: Beach & Ocean. Product lock: NAD+ (V-NAD-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: NAD+. Category: vial_10ml. Source motion intent: A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward, while the background subtly accelerates in time-lapse around the still product. The environment feels charged, as if responding to the product's presence. Hero style: 10mL sterile crimp-seal vial of NAD+ mid-ground; never black twist/screw cap; not extreme macro. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle orbit left.","subtle orbit left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A crystal-clear recovery vial beside an hourglass where the sand begins flowing upward","cool soft key + clean rim light","subtle orbit left","cool teal-silver grade, clean sterile highlights","10mL sterile crimp-seal vial of NAD+ mid-ground; never black twist/screw cap; not extreme macro","202","Cool","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-060","380","set_environment","natural outdoor environment - no vial or pen props","V-GHK-001","GHK-Cu","https://www.palmbeach-vitality.store/products/ghk-cu","Captions MUST be only about GHK-Cu (V-GHK-001) and https://www.palmbeach-vitality.store/products/ghk-cu.","environment_landscape","top-down 3/4","front","9:16 vertical environmental framing, product mid-ground when present, top-down 3/4 front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of coastal hammock trail under live oaks in late afternoon warmth as reflections shimmer and the horizon stays steady. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Lush. Theme: Nature Escape. Product lock: GHK-Cu (V-GHK-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","lush","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: GHK-Cu. Category: set_environment. Source motion intent: A wide cinematic landscape of coastal hammock trail under live oaks in late afternoon warmth as reflections shimmer and the horizon stays steady. Hero style: environment-led landscape with GHK-Cu locked via typography only and no product props. Lighting: late afternoon warm directional light. Grade: soft natural grade with gentle contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","coastal hammock trail under live oaks in late afternoon warmth","late afternoon warm directional light","subtle orbit left","soft natural grade with gentle contrast","environment-led landscape; GHK-Cu locked via typography only; no vial or pen props","ENV-060","Lush","Nature Escape","vid_gen_landscape_scenes"
"LI-203","381","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-PT1-001","PT-141","https://www.palmbeach-vitality.store/products/pt-141","Captions MUST be only about PT-141 (V-PT1-001) and https://www.palmbeach-vitality.store/products/pt-141.","vial_landscape","worm-level product rise","front","9:16 vertical product-focused framing, worm-level product rise front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows, appearing to crack open like ice, revealing brighter liquid within. Extreme slow-motion emphasizes every micro-movement of liquid and light. Vibe: Cool. Theme: Recovery & Healing. Product lock: PT-141 (V-PT1-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: PT-141. Category: vial_10ml. Source motion intent: A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows, appearing to crack open like ice, revealing brighter liquid within. Extreme slow-motion emphasizes every micro-movement of liquid and light. Hero style: 10mL sterile crimp-seal vial of PT-141 mid-ground; never black twist/screw cap; not extreme macro. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle orbit right.","subtle orbit right; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A high-clarity research-grade vial standing in soft white sand with moving palm-frond shadows","cool soft key + clean rim light","subtle orbit right","cool teal-silver grade, clean sterile highlights","10mL sterile crimp-seal vial of PT-141 mid-ground; never black twist/screw cap; not extreme macro","203","Cool","Recovery & Healing","vid_gen_landscape_scenes"
"ENV-061","382","set_environment","natural outdoor environment - no vial or pen props","V-GLO-001","BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/glow","Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (V-GLO-001) and https://www.palmbeach-vitality.store/products/glow.","environment_landscape","table-height hero","front","9:16 vertical environmental framing, product mid-ground when present, table-height hero front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of inland lake shore with cypress reflections at blue hour as wind gently moves grass and ripples the water surface. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Reflective. Theme: Lakes & Water. Product lock: BPC-157 / TB-500 / GHK-Cu (V-GLO-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","reflective","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: BPC-157 / TB-500 / GHK-Cu. Category: set_environment. Source motion intent: A wide cinematic landscape of inland lake shore with cypress reflections at blue hour as wind gently moves grass and ripples the water surface. Hero style: environment-led landscape with BPC-157 / TB-500 / GHK-Cu locked via typography only and no product props. Lighting: blue hour cool ambient light with subtle speculars. Grade: clean natural cinematic grade with balanced contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","inland lake shore with cypress reflections at blue hour","blue hour cool ambient light with subtle speculars","subtle orbit left","clean natural cinematic grade with balanced contrast","environment-led landscape; BPC-157 / TB-500 / GHK-Cu locked via typography only; no vial or pen props","ENV-061","Reflective","Lakes & Water","vid_gen_landscape_scenes"
"LI-227","383","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-RET-001","Retatrutide","https://www.palmbeach-vitality.store/products/retatrutide","Captions MUST be only about Retatrutide (V-RET-001) and https://www.palmbeach-vitality.store/products/retatrutide.","vial_landscape","rim-light side angle","front","9:16 vertical product-focused framing, rim-light side angle front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A precision-dosed peptide vial half-buried in fine sand until a soft breeze fully reveals it, with two identical vials in a perfect staring contest, zero movement. Soft volumetric god-rays cut through the scene. Vibe: Funny. Theme: Beach & Ocean. Product lock: Retatrutide (V-RET-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","funny","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Retatrutide. Category: vial_10ml. Source motion intent: A precision-dosed peptide vial half-buried in fine sand until a soft breeze fully reveals it, with two identical vials in a perfect staring contest, zero movement. Soft volumetric god-rays cut through the scene. Hero style: 10mL sterile crimp-seal vial of Retatrutide mid-ground; never black twist/screw cap; not extreme macro. Lighting: bright practicals with playful rim accents. Grade: punchy contrast grade, playful light accents without cartoon look. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: subtle orbit left.","subtle orbit left; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A precision-dosed peptide vial half-buried in fine sand until a soft breeze fully reveals it","bright practicals with playful rim accents","subtle orbit left","punchy contrast grade, playful light accents without cartoon look","10mL sterile crimp-seal vial of Retatrutide mid-ground; never black twist/screw cap; not extreme macro","227","Funny","Beach & Ocean","vid_gen_landscape_scenes"
"ENV-045","384","set_environment","natural outdoor environment - no vial or pen props","V-KLO-001","KPV / BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk","Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001) and https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk.","environment_landscape","macro-adjacent mid","front","9:16 vertical environmental framing, product mid-ground when present, macro-adjacent mid front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of hot spring steam rising in cool air in early morning light as reflections shimmer and the horizon stays steady. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Soft. Theme: Nature Escape. Product lock: KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","soft","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: KPV / BPC-157 / TB-500 / GHK-Cu. Category: set_environment. Source motion intent: A wide cinematic landscape of hot spring steam rising in cool air in early morning light as reflections shimmer and the horizon stays steady. Hero style: environment-led landscape with KPV / BPC-157 / TB-500 / GHK-Cu locked via typography only and no product props. Lighting: early morning natural light with low soft sun. Grade: clean natural cinematic grade with balanced contrast. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit left.","subtle orbit left; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","hot spring steam rising in cool air in early morning light","early morning natural light with low soft sun","subtle orbit left","clean natural cinematic grade with balanced contrast","environment-led landscape; KPV / BPC-157 / TB-500 / GHK-Cu locked via typography only; no vial or pen props","ENV-045","Soft","Nature Escape","vid_gen_landscape_scenes"
"LI-204","385","vial_10ml","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-SEL-001","Selank","https://www.palmbeach-vitality.store/products/selank","Captions MUST be only about Selank (V-SEL-001) and https://www.palmbeach-vitality.store/products/selank.","vial_landscape","eye-level","front","9:16 vertical product-focused framing, eye-level front, hero mid-ground, full scene depth not extreme macro","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A glowing amber wellness vial beside a melting ice cube that reforms into a perfect clear sphere, while a soft pulse of light travels from bottom to top like a heartbeat. Reflections and refractions in the glass create secondary visual interest. Vibe: Cool. Theme: Recovery & Healing. Product lock: Selank (V-SEL-001). Material: 10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap). Keep a full environmental scene — not an isolated void packshot. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters.","1","cool","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: Selank. Category: vial_10ml. Source motion intent: A glowing amber wellness vial beside a melting ice cube that reforms into a perfect clear sphere, while a soft pulse of light travels from bottom to top like a heartbeat. Reflections and refractions in the glass create secondary visual interest. Hero style: 10mL sterile crimp-seal vial of Selank mid-ground; never black twist/screw cap; not extreme macro. Lighting: cool soft key + clean rim light. Grade: cool teal-silver grade, clean sterile highlights. VIAL SPEC: 10mL sterile injectable-style clear glass vial, rubber stopper + aluminum crimp only. FORBIDDEN: black twist caps, screw caps, droppers. SIGNAGE RULE: premium clean set only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. No alert words on walls, floors, labels, or posters. Camera move: hold with breath.","hold with breath; preserve product identity; emphasize environmental motion from source brief; no new text; no people","Active","0","","","","A glowing amber wellness vial beside a melting ice cube that reforms into a perfect clear sphere","cool soft key + clean rim light","hold with breath","cool teal-silver grade, clean sterile highlights","10mL sterile crimp-seal vial of Selank mid-ground; never black twist/screw cap; not extreme macro","204","Cool","Recovery & Healing","vid_gen_landscape_scenes"
"ENV-046","386","set_environment","natural outdoor environment - no vial or pen props","V-MOT-001","MOTS-C","https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial","Captions MUST be only about MOTS-C (V-MOT-001) and https://www.palmbeach-vitality.store/products/mots-c-10mg-5ml-vial.","environment_landscape","low-angle","front","9:16 vertical environmental framing, product mid-ground when present, low-angle front, deep set context","9:16 vertical creation for workflow vid_gen_landscape_scenes. Visual+motion: A wide cinematic landscape of geothermal pool with mineral colors under soft overcast light as wind gently moves grass and ripples the water surface. No people. Environment-led only. Product lock via caption/typography only - no vial or pen props in frame. Vibe: Otherworldly. Theme: Nature Escape. Product lock: MOTS-C (V-MOT-001). Material: natural outdoor environment. Keep a full environmental scene - not an isolated void packshot. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters.","1","otherworldly","9:16","15","1080p","grok-imagine-image-quality","grok-imagine-video-1.5","2k","Animate this 9:16 vertical still. Product: MOTS-C. Category: set_environment. Source motion intent: A wide cinematic landscape of geothermal pool with mineral colors under soft overcast light as wind gently moves grass and ripples the water surface. Hero style: environment-led landscape with MOTS-C locked via typography only and no product props. Lighting: soft overcast diffused daylight. Grade: warm golden grade with soft highlights. SIGNAGE RULE: premium clean set only. No safety placards no industrial alert graphics no trefoil icons no striped floor tape no danger banners. No alert words on walls floors labels or posters. Camera move: subtle orbit right.","subtle orbit right; emphasize environmental motion from source brief; no product props; no new text; no people","Active","0","","","","geothermal pool with mineral colors under soft overcast light","soft overcast diffused daylight","subtle orbit right","warm golden grade with soft highlights","environment-led landscape; MOTS-C locked via typography only; no vial or pen props","ENV-046","Otherworldly","Nature Escape","vid_gen_landscape_scenes"
