"scene_id","scene_category","scene_name","lab_environment","camera","lighting","product_hero","product_form_detail","compound_id","compound_name","canonical_url","scene_brief","caption_lock","status","rotation_order","last_used_date"
"LAB-042","lab_scene","Pharma cleanroom 042","pharmaceutical cleanroom gowning bench corridor with step-over benches — bay 17","wide gowning corridor","high-key sterile white","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-SER-001","Sermorelin","https://www.palmbeach-vitality.store/products/sermorelin-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: pharmaceutical cleanroom gowning bench corridor with step-over benches — bay 17. Camera: wide gowning corridor. Lighting: high-key sterile white. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Sermorelin (P-SER-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Sermorelin (P-SER-001) and its catalog listing.","Active","170",""
"LAB-131","vial_10ml_scene","Pharma lab + 10mL vial 131","pharmaceutical cleanroom with flush LED ceiling and conductive flooring — bay 7","architectural wide of cleanroom volume","even high-key HEPA-bay lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-TES-001","Tesamorelin","https://www.palmbeach-vitality.store/products/tesamorelin","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: pharmaceutical cleanroom with flush LED ceiling and conductive flooring — bay 7. Camera: architectural wide of cleanroom volume. Lighting: even high-key HEPA-bay lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Tesamorelin (V-TES-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tesamorelin (V-TES-001) and its catalog listing.","Active","171",""
"LAB-240","pen_3ml_scene","Pharma lab + 3mL pen 240","pass-through hatch corridor between Grade C and Grade B zones — bay 1","wide hatch corridor","sterile cyan-white cleanroom wash","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-SS3-001","SS-31","https://www.palmbeach-vitality.store/products/ss-31-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: pass-through hatch corridor between Grade C and Grade B zones — bay 1. Camera: wide hatch corridor. Lighting: sterile cyan-white cleanroom wash. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'SS-31' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: SS-31 (P-SS3-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about SS-31 (P-SS3-001) and its catalog listing.","Active","172",""
"LAB-074","lab_scene","Pharma cleanroom 074","Grade C preparation hall feeding Grade B/A sterile core — bay 11","wide hall into core airlocks","bright sterile progressive-grade lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-TA1-001","Thymosin Alpha-1","https://www.palmbeach-vitality.store/products/ta-1","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: Grade C preparation hall feeding Grade B/A sterile core — bay 11. Camera: wide hall into core airlocks. Lighting: bright sterile progressive-grade lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Thymosin Alpha-1 (V-TA1-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Thymosin Alpha-1 (V-TA1-001) and its catalog listing.","Active","173",""
"LAB-160","vial_10ml_scene","Pharma lab + 10mL vial 160","raw-material pharmaceutical quarantine cage with barcode racking — bay 6","architectural wide of quarantine cage","neutral warehouse-GMP hybrid lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-GLO-001","BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/glow","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: raw-material pharmaceutical quarantine cage with barcode racking — bay 6. Camera: architectural wide of quarantine cage. Lighting: neutral warehouse-GMP hybrid lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: BPC-157 / TB-500 / GHK-Cu (V-GLO-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (V-GLO-001) and its catalog listing.","Active","174",""
"LAB-257","pen_3ml_scene","Pharma lab + 3mL pen 257","sterile powder handling isolator suite for potent pharmaceutical actives — bay 1","wide isolator suite","cool contained-processing lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin-1","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: sterile powder handling isolator suite for potent pharmaceutical actives — bay 1. Camera: wide isolator suite. Lighting: cool contained-processing lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'CJC (no DAC)/Ipamorelin' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: CJC (no DAC)/Ipamorelin (P-CII-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about CJC (no DAC)/Ipamorelin (P-CII-001) and its catalog listing.","Active","175",""
"LAB-072","lab_scene","Pharma cleanroom 072","CIP/SIP skid room supporting sterile manufacturing equipment — bay 5","wide CIP/SIP skid room","cool stainless utility lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-GHK-001","GHK-Cu","https://www.palmbeach-vitality.store/products/ghk-cu","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: CIP/SIP skid room supporting sterile manufacturing equipment — bay 5. Camera: wide CIP/SIP skid room. Lighting: cool stainless utility lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: GHK-Cu (V-GHK-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about GHK-Cu (V-GHK-001) and its catalog listing.","Active","176",""
"LAB-166","vial_10ml_scene","Pharma lab + 10mL vial 166","vial washing and depyrogenation prep hall — bay 7","wide prep hall","bright sterile process lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-SEM-001","Semaglutide","https://www.palmbeach-vitality.store/products/semaglutide","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: vial washing and depyrogenation prep hall — bay 7. Camera: wide prep hall. Lighting: bright sterile process lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Semaglutide (V-SEM-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Semaglutide (V-SEM-001) and its catalog listing.","Active","177",""
"LAB-265","pen_3ml_scene","Pharma lab + 3mL pen 265","secondary packaging clean cell with cartoners for cold-chain SKUs — bay 8","elevated packaging cell","bright neutral softboxes","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, cobalt blue ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright cobalt blue accent ring mid-barrel; white wrap-around label with blue stylized DNA double-helix graphic on the left of the label; compound name in large blue sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright cobalt blue textured/ribbed dial on the right end. Color family: GLP family (Semaglutide / Tirzepatide / Retatrutide) — BLUE accents. Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-TIR-001","Tirzepatide","https://www.palmbeach-vitality.store/products/tirzepatide-10mg-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: secondary packaging clean cell with cartoners for cold-chain SKUs — bay 8. Camera: elevated packaging cell. Lighting: bright neutral softboxes. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright cobalt blue mid accent ring; white wrap label with blue DNA helix graphic; label text 'Tirzepatide' in large blue type plus a smaller '3ml pen' secondary line; bright cobalt blue ribbed dial on right. ACCENT COLOR LOCK: BLUE (Semaglutide / Tirzepatide / Retatrutide only). Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Tirzepatide (P-TIR-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tirzepatide (P-TIR-001) and its catalog listing.","Active","178",""
"LAB-077","lab_scene","Pharma cleanroom 077","clean compressor / clean utility plant room feeding sterile suites — bay 3","wide utility plant room","cool industrial-pharma lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-RET-001","Retatrutide","https://www.palmbeach-vitality.store/products/retatrutide","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: clean compressor / clean utility plant room feeding sterile suites — bay 3. Camera: wide utility plant room. Lighting: cool industrial-pharma lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Retatrutide (V-RET-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Retatrutide (V-RET-001) and its catalog listing.","Active","179",""
"LAB-200","vial_10ml_scene","Pharma lab + 10mL vial 200","automated vial tray loader cell beside aseptic filler — bay 14","wide automation cell","high-tech cool white GMP lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-CAG-001","Cagrilinitide","https://www.palmbeach-vitality.store/products/cargrilinitide","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: automated vial tray loader cell beside aseptic filler — bay 14. Camera: wide automation cell. Lighting: high-tech cool white GMP lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Cagrilinitide (V-CAG-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Cagrilinitide (V-CAG-001) and its catalog listing.","Active","180",""
"LAB-293","pen_3ml_scene","Pharma lab + 3mL pen 293","pharmaceutical label control room with verified print-and-apply systems — bay 1","wide label control room","bright office-cleanroom hybrid light","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-SMX-001","Semax","https://www.palmbeach-vitality.store/products/semax-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: pharmaceutical label control room with verified print-and-apply systems — bay 1. Camera: wide label control room. Lighting: bright office-cleanroom hybrid light. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'Semax' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Semax (P-SMX-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Semax (P-SMX-001) and its catalog listing.","Active","181",""
"LAB-065","lab_scene","Pharma cleanroom 065","aseptic vial filling machine cell with stoppering station under unidirectional airflow — bay 1","three-quarter wide of filler cell","bright clean pharmaceutical catalog light","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-TB5-001","TB-500","https://www.palmbeach-vitality.store/products/tb-500","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: aseptic vial filling machine cell with stoppering station under unidirectional airflow — bay 1. Camera: three-quarter wide of filler cell. Lighting: bright clean pharmaceutical catalog light. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: TB-500 (V-TB5-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about TB-500 (V-TB5-001) and its catalog listing.","Active","182",""
"LAB-089","lab_scene","Pharma cleanroom 089","raw-material pharmaceutical quarantine cage with barcode racking — bay 5","architectural wide of quarantine cage","neutral warehouse-GMP hybrid lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-TEI-001","Tesamorelin/Ipamorelin","https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: raw-material pharmaceutical quarantine cage with barcode racking — bay 5. Camera: architectural wide of quarantine cage. Lighting: neutral warehouse-GMP hybrid lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Tesamorelin/Ipamorelin (P-TEI-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tesamorelin/Ipamorelin (P-TEI-001) and its catalog listing.","Active","183",""
"LAB-277","pen_3ml_scene","Pharma lab + 3mL pen 277","Grade C preparation hall feeding Grade B/A sterile core — bay 10","wide hall into core airlocks","bright sterile progressive-grade lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-BPC-001","BPC-157","https://www.palmbeach-vitality.store/products/bpc-157-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: Grade C preparation hall feeding Grade B/A sterile core — bay 10. Camera: wide hall into core airlocks. Lighting: bright sterile progressive-grade lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'BPC-157' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: BPC-157 (P-BPC-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 (P-BPC-001) and its catalog listing.","Active","184",""
"LAB-068","lab_scene","Pharma cleanroom 068","stability chamber corridor for ICH pharmaceutical stability studies — bay 10","wide corridor of chamber doors","cool violet-tinged chamber LEDs with soft fill","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-WOL-001","BPC-157 / TB-500","https://www.palmbeach-vitality.store/products/wolverine-stack","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: stability chamber corridor for ICH pharmaceutical stability studies — bay 10. Camera: wide corridor of chamber doors. Lighting: cool violet-tinged chamber LEDs with soft fill. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: BPC-157 / TB-500 (V-WOL-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 / TB-500 (V-WOL-001) and its catalog listing.","Active","185",""
"LAB-145","vial_10ml_scene","Pharma lab + 10mL vial 145","release-testing sample pass room between manufacturing and QC — bay 1","wide pass room","neutral clinical lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-KLO-001","KPV / BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/klow-kpv-bpc-157-tb-500-ghk","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: release-testing sample pass room between manufacturing and QC — bay 1. Camera: wide pass room. Lighting: neutral clinical lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu (V-KLO-001) and its catalog listing.","Active","186",""
